Sending_Country,Receiving_Country,Year,Value,Unit,Source,Region,Sending_Country_Code,Receiving_Country_Code,Sending_Country_GDP,Receiving_Country_GDP
Hungary,Philippines,2020,0.244318536,USD millions,Roland Kpodar (IMF),Asia,HUN,PHL,141809.897486431,358510.629276391
Iceland,Philippines,2018,0.99747332,USD millions,Roland Kpodar (IMF),Asia,ISL,PHL,20351.2272713069,373379.140695818
Iceland,Philippines,2019,5.4708581,USD millions,Roland Kpodar (IMF),Asia,ISL,PHL,20729.9998250446,396224.43923664204
Iceland,Philippines,2020,0.77609875,USD millions,Roland Kpodar (IMF),Asia,ISL,PHL,19291.243916130697,358510.629276391
India,Philippines,2018,12.03161329,USD millions,Roland Kpodar (IMF),Asia,IND,PHL,2588974.77024457,373379.140695818
India,Philippines,2019,11.909769149999999,USD millions,Roland Kpodar (IMF),Asia,IND,PHL,2689205.29588531,396224.43923664204
India,Philippines,2020,8.51462554,USD millions,Roland Kpodar (IMF),Asia,IND,PHL,2533830.4170865403,358510.629276391
Indonesia,Philippines,2018,23.832917,USD millions,Roland Kpodar (IMF),Asia,IDN,PHL,999178.586309021,373379.140695818
Indonesia,Philippines,2019,22.2780797,USD millions,Roland Kpodar (IMF),Asia,IDN,PHL,1049330.23399745,396224.43923664204
Indonesia,Philippines,2020,46.313518800000004,USD millions,Roland Kpodar (IMF),Asia,IDN,PHL,1027656.19388538,358510.629276391
Iran. Islamic Rep.,Philippines,2018,0.02029827,USD millions,Roland Kpodar (IMF),Asia,IRN,PHL,449135.16238914203,373379.140695818
Iran. Islamic Rep.,Philippines,2019,0.41105586,USD millions,Roland Kpodar (IMF),Asia,IRN,PHL,435344.072056544,396224.43923664204
Iran. Islamic Rep.,Philippines,2020,0.002,USD millions,Roland Kpodar (IMF),Asia,IRN,PHL,449842.285446341,358510.629276391
Iraq,Philippines,2018,0.43367324,USD millions,Roland Kpodar (IMF),Asia,IRQ,PHL,191221.819559378,373379.140695818
Iraq,Philippines,2019,0.29700009,USD millions,Roland Kpodar (IMF),Asia,IRQ,PHL,201765.390224396,396224.43923664204
Iraq,Philippines,2020,0.39657948,USD millions,Roland Kpodar (IMF),Asia,IRQ,PHL,177479.307669569,358510.629276391
Ireland,Philippines,2018,42.9518761,USD millions,Roland Kpodar (IMF),Asia,IRL,PHL,362262.415222656,373379.140695818
Ireland,Philippines,2019,25.2396982,USD millions,Roland Kpodar (IMF),Asia,IRL,PHL,380522.43325409497,396224.43923664204
Ireland,Philippines,2020,24.0072984,USD millions,Roland Kpodar (IMF),Asia,IRL,PHL,407759.843938039,358510.629276391
Isle of Man,Philippines,2018,55.2929726,USD millions,Roland Kpodar (IMF),Asia,IMN,PHL,7964.86123948697,373379.140695818
Isle of Man,Philippines,2019,47.0037103,USD millions,Roland Kpodar (IMF),Asia,IMN,PHL,7985.161906362429,396224.43923664204
Isle of Man,Philippines,2020,37.3971977,USD millions,Roland Kpodar (IMF),Asia,IMN,PHL,7279.52776356095,358510.629276391
Israel,Philippines,2018,68.6450897,USD millions,Roland Kpodar (IMF),Asia,ISR,PHL,344027.66932013095,373379.140695818
Israel,Philippines,2019,89.9213949,USD millions,Roland Kpodar (IMF),Asia,ISR,PHL,356792.803355853,396224.43923664204
Israel,Philippines,2020,84.4230014,USD millions,Roland Kpodar (IMF),Asia,ISR,PHL,349579.824803208,358510.629276391
Italy,Philippines,2018,286.302674,USD millions,Roland Kpodar (IMF),Asia,ITA,PHL,1913894.03892683,373379.140695818
Italy,Philippines,2019,217.405069,USD millions,Roland Kpodar (IMF),Asia,ITA,PHL,1922107.75507816,396224.43923664204
Italy,Philippines,2020,165.753995,USD millions,Roland Kpodar (IMF),Asia,ITA,PHL,1751650.98723543,358510.629276391
Jamaica,Philippines,2018,1.22771937,USD millions,Roland Kpodar (IMF),Asia,JAM,PHL,14802.0518310548,373379.140695818
Jamaica,Philippines,2019,0.31682783,USD millions,Roland Kpodar (IMF),Asia,JAM,PHL,14934.1293041378,396224.43923664204
Jamaica,Philippines,2020,0.17853702999999999,USD millions,Roland Kpodar (IMF),Asia,JAM,PHL,13452.6155219861,358510.629276391
Japan,Philippines,2018,1514.206535,USD millions,Roland Kpodar (IMF),Asia,JPN,PHL,4582763.01147855,373379.140695818
Japan,Philippines,2019,1795.38339,USD millions,Roland Kpodar (IMF),Asia,JPN,PHL,4564332.55009638,396224.43923664204
Japan,Philippines,2020,1431.690525,USD millions,Roland Kpodar (IMF),Asia,JPN,PHL,4374056.27182401,358510.629276391
Jordan,Philippines,2018,52.0635359,USD millions,Roland Kpodar (IMF),Asia,JOR,PHL,41103.9967497366,373379.140695818
Jordan,Philippines,2019,50.424458200000004,USD millions,Roland Kpodar (IMF),Asia,JOR,PHL,41823.826702478,396224.43923664204
Jordan,Philippines,2020,56.1689013,USD millions,Roland Kpodar (IMF),Asia,JOR,PHL,41362.613665935896,358510.629276391
Kazakhstan,Philippines,2018,9.56560848,USD millions,Roland Kpodar (IMF),Asia,KAZ,PHL,202016.211108857,373379.140695818
Kazakhstan,Philippines,2019,8.1224152,USD millions,Roland Kpodar (IMF),Asia,KAZ,PHL,211106.940610612,396224.43923664204
Kazakhstan,Philippines,2020,4.28757361,USD millions,Roland Kpodar (IMF),Asia,KAZ,PHL,205829.26710320002,358510.629276391
Kenya,Philippines,2018,1.76733896,USD millions,Roland Kpodar (IMF),Asia,KEN,PHL,80165.2087283956,373379.140695818
Kenya,Philippines,2019,1.43756041,USD millions,Roland Kpodar (IMF),Asia,KEN,PHL,84264.98485135491,396224.43923664204
Kenya,Philippines,2020,1.45184735,USD millions,Roland Kpodar (IMF),Asia,KEN,PHL,84035.13834685899,358510.629276391
Kiribati,Philippines,2018,0.07257651999999999,USD millions,Roland Kpodar (IMF),Asia,KIR,PHL,220.23325344135202,373379.140695818
Kiribati,Philippines,2019,0.5912252100000001,USD millions,Roland Kpodar (IMF),Asia,KIR,PHL,227.42230014651298,396224.43923664204
Kiribati,Philippines,2020,0.16826053000000002,USD millions,Roland Kpodar (IMF),Asia,KIR,PHL,224.083587996285,358510.629276391
Korea. Dem. People’s Rep.,Philippines,2018,0.00568527,USD millions,Roland Kpodar (IMF),Asia,PRK,PHL,,373379.140695818
Korea. Dem. People’s Rep.,Philippines,2019,0.00794109,USD millions,Roland Kpodar (IMF),Asia,PRK,PHL,,396224.43923664204
Korea. Dem. People’s Rep.,Philippines,2020,0.00386,USD millions,Roland Kpodar (IMF),Asia,PRK,PHL,,358510.629276391
Korea. Rep.,Philippines,2018,339.858504,USD millions,Roland Kpodar (IMF),Asia,KOR,PHL,1602194.07976904,373379.140695818
Korea. Rep.,Philippines,2019,683.211085,USD millions,Roland Kpodar (IMF),Asia,KOR,PHL,1638146.9601950601,396224.43923664204
Korea. Rep.,Philippines,2020,631.84723,USD millions,Roland Kpodar (IMF),Asia,KOR,PHL,1626525.69404993,358510.629276391
Kuwait,Philippines,2018,689.614056,USD millions,Roland Kpodar (IMF),Asia,KWT,PHL,115463.874741243,373379.140695818
Kuwait,Philippines,2019,759.080505,USD millions,Roland Kpodar (IMF),Asia,KWT,PHL,118077.765457421,396224.43923664204
Kuwait,Philippines,2020,523.708698,USD millions,Roland Kpodar (IMF),Asia,KWT,PHL,112389.02689049201,358510.629276391
Kyrgyz Republic,Philippines,2018,0.21864624,USD millions,Roland Kpodar (IMF),Asia,KGZ,PHL,7572.25214525549,373379.140695818
Kyrgyz Republic,Philippines,2019,0.09163869,USD millions,Roland Kpodar (IMF),Asia,KGZ,PHL,7920.6231202686,396224.43923664204
Kyrgyz Republic,Philippines,2020,0.05057237,USD millions,Roland Kpodar (IMF),Asia,KGZ,PHL,7354.379549419779,358510.629276391
Lao PDR,Philippines,2018,1.88260387,USD millions,Roland Kpodar (IMF),Asia,LAO,PHL,17534.839203111598,373379.140695818
Lao PDR,Philippines,2019,1.84283189,USD millions,Roland Kpodar (IMF),Asia,LAO,PHL,18491.844275710602,396224.43923664204
Lao PDR,Philippines,2020,1.37385236,USD millions,Roland Kpodar (IMF),Asia,LAO,PHL,18584.864138189998,358510.629276391
Latvia,Philippines,2018,0.21477782,USD millions,Roland Kpodar (IMF),Asia,LVA,PHL,29139.005429854802,373379.140695818
Latvia,Philippines,2019,0.16774802,USD millions,Roland Kpodar (IMF),Asia,LVA,PHL,29335.8023385259,396224.43923664204
Latvia,Philippines,2020,0.0684952,USD millions,Roland Kpodar (IMF),Asia,LVA,PHL,28318.0766141623,358510.629276391
Lebanon,Philippines,2018,55.7553052,USD millions,Roland Kpodar (IMF),Asia,LBN,PHL,50199.119756200795,373379.140695818
Lebanon,Philippines,2019,55.5110697,USD millions,Roland Kpodar (IMF),Asia,LBN,PHL,46727.8884106848,396224.43923664204
Lebanon,Philippines,2020,51.9289822,USD millions,Roland Kpodar (IMF),Asia,LBN,PHL,36728.1671628739,358510.629276391
Lesotho,Philippines,2018,0.10509571,USD millions,Roland Kpodar (IMF),Asia,LSO,PHL,2333.0588975103,373379.140695818
Lesotho,Philippines,2019,0.10696694,USD millions,Roland Kpodar (IMF),Asia,LSO,PHL,2299.9762662734597,396224.43923664204
Lesotho,Philippines,2020,0.28255664,USD millions,Roland Kpodar (IMF),Asia,LSO,PHL,2112.39114960613,358510.629276391
Liberia,Philippines,2018,75.4113785,USD millions,Roland Kpodar (IMF),Asia,LBR,PHL,3292.57159913518,373379.140695818
Liberia,Philippines,2019,89.0660035,USD millions,Roland Kpodar (IMF),Asia,LBR,PHL,3211.33405792828,396224.43923664204
Liberia,Philippines,2020,126.502146,USD millions,Roland Kpodar (IMF),Asia,LBR,PHL,3115.55629979146,358510.629276391
Libya,Philippines,2018,12.19388294,USD millions,Roland Kpodar (IMF),Asia,LBY,PHL,68633.8087735188,373379.140695818
Libya,Philippines,2019,13.95619185,USD millions,Roland Kpodar (IMF),Asia,LBY,PHL,60949.5106558708,396224.43923664204
Libya,Philippines,2020,10.2366537,USD millions,Roland Kpodar (IMF),Asia,LBY,PHL,42996.651437748,358510.629276391
Liechtenstein,Philippines,2018,0.29804523000000005,USD millions,Roland Kpodar (IMF),Asia,LIE,PHL,,373379.140695818
Liechtenstein,Philippines,2019,0.298493318,USD millions,Roland Kpodar (IMF),Asia,LIE,PHL,,396224.43923664204
Liechtenstein,Philippines,2020,1.247747225,USD millions,Roland Kpodar (IMF),Asia,LIE,PHL,,358510.629276391
Lithuania,Philippines,2018,0.1289422,USD millions,Roland Kpodar (IMF),Asia,LTU,PHL,46812.54012459279,373379.140695818
Lithuania,Philippines,2019,0.25903953,USD millions,Roland Kpodar (IMF),Asia,LTU,PHL,49002.1273292631,396224.43923664204
Lithuania,Philippines,2020,0.14095897,USD millions,Roland Kpodar (IMF),Asia,LTU,PHL,49023.1079986089,358510.629276391
Luxembourg,Philippines,2018,11.11666544,USD millions,Roland Kpodar (IMF),Asia,LUX,PHL,64922.2076406436,373379.140695818
Luxembourg,Philippines,2019,11.69938243,USD millions,Roland Kpodar (IMF),Asia,LUX,PHL,66707.1264192733,396224.43923664204
Luxembourg,Philippines,2020,9.90450527,USD millions,Roland Kpodar (IMF),Asia,LUX,PHL,66366.8856309508,358510.629276391
Macao SAR. China,Philippines,2018,120.2622673,USD millions,Roland Kpodar (IMF),Asia,MAC,PHL,52302.278178289,373379.140695818
Macao SAR. China,Philippines,2019,110.8024143,USD millions,Roland Kpodar (IMF),Asia,MAC,PHL,50961.5536556194,396224.43923664204
Macao SAR. China,Philippines,2020,88.5064636,USD millions,Roland Kpodar (IMF),Asia,MAC,PHL,23271.029702122003,358510.629276391
Madagascar,Philippines,2018,1.14535931,USD millions,Roland Kpodar (IMF),Asia,MDG,PHL,12629.2544722012,373379.140695818
Madagascar,Philippines,2019,0.974245763,USD millions,Roland Kpodar (IMF),Asia,MDG,PHL,13186.360203144199,396224.43923664204
Madagascar,Philippines,2020,1.03436871,USD millions,Roland Kpodar (IMF),Asia,MDG,PHL,12245.1611131284,358510.629276391
Malawi,Philippines,2018,0.93318933,USD millions,Roland Kpodar (IMF),Asia,MWI,PHL,10255.8262736659,373379.140695818
Malawi,Philippines,2019,0.165508047,USD millions,Roland Kpodar (IMF),Asia,MWI,PHL,10842.133933720801,396224.43923664204
Malawi,Philippines,2020,0.03130642,USD millions,Roland Kpodar (IMF),Asia,MWI,PHL,10928.176721531601,358510.629276391
Malaysia,Philippines,2018,453.071044,USD millions,Roland Kpodar (IMF),Asia,MYS,PHL,349191.778300005,373379.140695818
Malaysia,Philippines,2019,466.775244,USD millions,Roland Kpodar (IMF),Asia,MYS,PHL,364602.26593614003,396224.43923664204
Malaysia,Philippines,2020,417.15389300000004,USD millions,Roland Kpodar (IMF),Asia,MYS,PHL,344706.479641244,358510.629276391
Maldives,Philippines,2018,1.55561251,USD millions,Roland Kpodar (IMF),Asia,MDV,PHL,5106.58052314669,373379.140695818
Maldives,Philippines,2019,1.59332686,USD millions,Roland Kpodar (IMF),Asia,MDV,PHL,5460.11214692445,396224.43923664204
Maldives,Philippines,2020,1.7859448,USD millions,Roland Kpodar (IMF),Asia,MDV,PHL,3663.2531921122,358510.629276391
Mali,Philippines,2018,0.27043627,USD millions,Roland Kpodar (IMF),Asia,MLI,PHL,18254.2896637678,373379.140695818
Mali,Philippines,2019,0.32609409,USD millions,Roland Kpodar (IMF),Asia,MLI,PHL,19167.0039857703,396224.43923664204
Mali,Philippines,2020,0.59978744,USD millions,Roland Kpodar (IMF),Asia,MLI,PHL,18942.9273320975,358510.629276391
Malta,Philippines,2018,27.89765083,USD millions,Roland Kpodar (IMF),Asia,MLT,PHL,14292.9921315295,373379.140695818
Malta,Philippines,2019,39.713046500000004,USD millions,Roland Kpodar (IMF),Asia,MLT,PHL,14876.8188427753,396224.43923664204
Malta,Philippines,2020,48.9799626,USD millions,Roland Kpodar (IMF),Asia,MLT,PHL,14377.2043082371,358510.629276391
Marshall Islands,Philippines,2018,55.6680033,USD millions,Roland Kpodar (IMF),Asia,MHL,PHL,205.7,373379.140695818
Marshall Islands,Philippines,2019,81.7201529,USD millions,Roland Kpodar (IMF),Asia,MHL,PHL,227.2,396224.43923664204
Marshall Islands,Philippines,2020,192.8365934,USD millions,Roland Kpodar (IMF),Asia,MHL,PHL,220.9,358510.629276391
Mauritania,Philippines,2018,0.87683808,USD millions,Roland Kpodar (IMF),Asia,MRT,PHL,6952.88507444597,373379.140695818
Mauritania,Philippines,2019,0.81230955,USD millions,Roland Kpodar (IMF),Asia,MRT,PHL,7171.27553484383,396224.43923664204
Mauritania,Philippines,2020,0.56998453,USD millions,Roland Kpodar (IMF),Asia,MRT,PHL,7145.4118000896,358510.629276391
Mauritius,Philippines,2018,2.87226204,USD millions,Roland Kpodar (IMF),Asia,MUS,PHL,13481.538349276,373379.140695818
Mauritius,Philippines,2019,2.64238625,USD millions,Roland Kpodar (IMF),Asia,MUS,PHL,13871.328044456899,396224.43923664204
Mauritius,Philippines,2020,3.83429385,USD millions,Roland Kpodar (IMF),Asia,MUS,PHL,11853.5300186947,358510.629276391
Mexico,Philippines,2018,0.6995266,USD millions,Roland Kpodar (IMF),Asia,MEX,PHL,1282719.19448245,373379.140695818
Mexico,Philippines,2019,0.482883528,USD millions,Roland Kpodar (IMF),Asia,MEX,PHL,1277682.0779986398,396224.43923664204
Mexico,Philippines,2020,0.7234009100000001,USD millions,Roland Kpodar (IMF),Asia,MEX,PHL,1170944.07556206,358510.629276391
Moldova,Philippines,2018,0.032778840000000004,USD millions,Roland Kpodar (IMF),Asia,MDA,PHL,8847.12885751461,373379.140695818
Moldova,Philippines,2019,0.02244262,USD millions,Roland Kpodar (IMF),Asia,MDA,PHL,9161.406662068961,396224.43923664204
Moldova,Philippines,2020,0.0047276,USD millions,Roland Kpodar (IMF),Asia,MDA,PHL,8403.21063293021,358510.629276391
Monaco,Philippines,2018,6.7683885,USD millions,Roland Kpodar (IMF),Asia,MCO,PHL,6602.23535140181,373379.140695818
Monaco,Philippines,2019,5.53415084,USD millions,Roland Kpodar (IMF),Asia,MCO,PHL,7072.37323660927,396224.43923664204
Monaco,Philippines,2020,24.84502534,USD millions,Roland Kpodar (IMF),Asia,MCO,PHL,6136.05432990152,358510.629276391
Mongolia,Philippines,2018,1.20202902,USD millions,Roland Kpodar (IMF),Asia,MNG,PHL,13422.5997203616,373379.140695818
Mongolia,Philippines,2019,0.60281684,USD millions,Roland Kpodar (IMF),Asia,MNG,PHL,14174.5665374555,396224.43923664204
Mongolia,Philippines,2020,0.26119416,USD millions,Roland Kpodar (IMF),Asia,MNG,PHL,13528.5249510287,358510.629276391
Montenegro,Philippines,2018,0.006473,USD millions,Roland Kpodar (IMF),Asia,MNE,PHL,4593.1600226192195,373379.140695818
Montenegro,Philippines,2019,0.00725424,USD millions,Roland Kpodar (IMF),Asia,MNE,PHL,4779.777587717709,396224.43923664204
Montenegro,Philippines,2020,0.0069005,USD millions,Roland Kpodar (IMF),Asia,MNE,PHL,4048.14211054292,358510.629276391
Morocco,Philippines,2018,0.43193441,USD millions,Roland Kpodar (IMF),Asia,MAR,PHL,120177.639735159,373379.140695818
Morocco,Philippines,2019,0.53797366,USD millions,Roland Kpodar (IMF),Asia,MAR,PHL,123651.944968713,396224.43923664204
Morocco,Philippines,2020,0.58835545,USD millions,Roland Kpodar (IMF),Asia,MAR,PHL,114775.951852213,358510.629276391
Mozambique,Philippines,2018,0.93645438,USD millions,Roland Kpodar (IMF),Asia,MOZ,PHL,18025.039081869203,373379.140695818
Mozambique,Philippines,2019,0.54398293,USD millions,Roland Kpodar (IMF),Asia,MOZ,PHL,18442.825951879902,396224.43923664204
Mozambique,Philippines,2020,0.44062334999999997,USD millions,Roland Kpodar (IMF),Asia,MOZ,PHL,18217.9115397402,358510.629276391
Myanmar,Philippines,2018,1.05279321,USD millions,Roland Kpodar (IMF),Asia,MMR,PHL,71172.2351457539,373379.140695818
Myanmar,Philippines,2019,1.41671433,USD millions,Roland Kpodar (IMF),Asia,MMR,PHL,75854.7348336027,396224.43923664204
Myanmar,Philippines,2020,1.70601788,USD millions,Roland Kpodar (IMF),Asia,MMR,PHL,68991.13507350639,358510.629276391
Namibia,Philippines,2018,0.0,USD millions,Roland Kpodar (IMF),Asia,NAM,PHL,11341.4640021253,373379.140695818
Namibia,Philippines,2019,0.0063409799999999995,USD millions,Roland Kpodar (IMF),Asia,NAM,PHL,11246.291861587999,396224.43923664204
Namibia,Philippines,2020,0.02654556,USD millions,Roland Kpodar (IMF),Asia,NAM,PHL,10335.1845461643,358510.629276391
Nauru,Philippines,2018,0.03370856,USD millions,Roland Kpodar (IMF),Asia,NRU,PHL,81.7623500363199,373379.140695818
Nauru,Philippines,2019,0.47041588999999995,USD millions,Roland Kpodar (IMF),Asia,NRU,PHL,88.701305315275,396224.43923664204
Nauru,Philippines,2020,0.03384299,USD millions,Roland Kpodar (IMF),Asia,NRU,PHL,90.4592050752441,358510.629276391
Nepal,Philippines,2018,0.9399392,USD millions,Roland Kpodar (IMF),Asia,NPL,PHL,28695.0531953456,373379.140695818
Nepal,Philippines,2019,0.324382352,USD millions,Roland Kpodar (IMF),Asia,NPL,PHL,30605.2987925448,396224.43923664204
Nepal,Philippines,2020,0.2125098663,USD millions,Roland Kpodar (IMF),Asia,NPL,PHL,29880.069318726102,358510.629276391
Netherlands,Philippines,2018,309.441738,USD millions,Roland Kpodar (IMF),Asia,NLD,PHL,835096.710412613,373379.140695818
Netherlands,Philippines,2019,322.206955,USD millions,Roland Kpodar (IMF),Asia,NLD,PHL,854304.699526719,396224.43923664204
Netherlands,Philippines,2020,166.1300815,USD millions,Roland Kpodar (IMF),Asia,NLD,PHL,821260.592382701,358510.629276391
New Caledonia,Philippines,2018,4.20532914,USD millions,Roland Kpodar (IMF),Asia,NCL,PHL,,373379.140695818
New Caledonia,Philippines,2019,0.93482263,USD millions,Roland Kpodar (IMF),Asia,NCL,PHL,,396224.43923664204
New Caledonia,Philippines,2020,0.415036011,USD millions,Roland Kpodar (IMF),Asia,NCL,PHL,,358510.629276391
New Zealand,Philippines,2018,239.563669,USD millions,Roland Kpodar (IMF),Asia,NZL,PHL,197844.796498754,373379.140695818
New Zealand,Philippines,2019,180.2652893,USD millions,Roland Kpodar (IMF),Asia,NZL,PHL,202429.793153827,396224.43923664204
New Zealand,Philippines,2020,94.3499848,USD millions,Roland Kpodar (IMF),Asia,NZL,PHL,201807.833897729,358510.629276391
Nicaragua,Philippines,2018,0.1366257,USD millions,Roland Kpodar (IMF),Asia,NIC,PHL,13487.142194608801,373379.140695818
Nicaragua,Philippines,2019,0.06787962,USD millions,Roland Kpodar (IMF),Asia,NIC,PHL,13096.4372364148,396224.43923664204
Nicaragua,Philippines,2020,0.0464109,USD millions,Roland Kpodar (IMF),Asia,NIC,PHL,12803.5299482066,358510.629276391
Niger,Philippines,2018,0.09513951,USD millions,Roland Kpodar (IMF),Asia,NER,PHL,11527.744540163,373379.140695818
Niger,Philippines,2019,2.69067043,USD millions,Roland Kpodar (IMF),Asia,NER,PHL,12212.4755706373,396224.43923664204
Niger,Philippines,2020,0.13197206,USD millions,Roland Kpodar (IMF),Asia,NER,PHL,12646.096746888099,358510.629276391
Nigeria,Philippines,2018,10.89017349,USD millions,Roland Kpodar (IMF),Asia,NGA,PHL,498365.674277734,373379.140695818
Nigeria,Philippines,2019,10.43451024,USD millions,Roland Kpodar (IMF),Asia,NGA,PHL,509371.727735743,396224.43923664204
Nigeria,Philippines,2020,9.191125679999999,USD millions,Roland Kpodar (IMF),Asia,NGA,PHL,500232.309808216,358510.629276391
North Macedonia,Philippines,2018,0.01222564,USD millions,Roland Kpodar (IMF),Asia,MKD,PHL,10764.555646472601,373379.140695818
